geometry,index,is_indigenous,n_fires,n_quercus,n_xerophyllum,n_thuja,n_populus,n_rubus,n_pinus,n_salix,plant_sum,hist_pinus,hist_salix,hist_quercus,hist_populus,hist_thuja,sum_pinus,sum_salix,sum_quercus,sum_populus,sum_thuja,total_sum,fire_lst,max_acres,min_mgmt,max_duration
"list(c(-122.352441002613, -122.302441002613, -122.302441002613, -122.352441002613, -122.352441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9818,0,0,2,0,1,0,1,0,0,4,0,0,0,0,0,0,0,2,0,1,3,NA,0,NA,0
"list(c(-122.302441002613, -122.252441002613, -122.252441002613, -122.302441002613, -122.302441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9819,0,0,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,NA,0,NA,0
"list(c(-122.252441002613, -122.202441002613, -122.202441002613, -122.252441002613, -122.252441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-122.202441002613, -122.152441002613, -122.152441002613, -122.202441002613, -122.202441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9821,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-122.152441002613, -122.102441002613, -122.102441002613, -122.152441002613, -122.152441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9822,0,0,0,0,4,0,1,0,0,5,0,0,0,0,0,0,0,0,0,4,4,NA,0,NA,0
"list(c(-122.102441002613, -122.052441002613, -122.052441002613, -122.102441002613, -122.102441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-122.052441002613, -122.002441002613, -122.002441002613, -122.052441002613, -122.052441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9824,0,0,0,0,9,3,4,0,0,16,0,0,0,0,0,0,0,0,3,9,12,NA,0,NA,0
"list(c(-122.002441002613, -121.952441002613, -121.952441002613, -122.002441002613, -122.002441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9825,0,0,0,2,19,2,11,0,0,34,0,0,0,0,0,0,0,0,2,19,21,NA,0,NA,0
"list(c(-121.952441002613, -121.902441002613, -121.902441002613, -121.952441002613, -121.952441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9826,0,0,0,1,5,0,4,0,0,10,0,0,0,0,0,0,0,0,0,5,5,NA,0,NA,0
"list(c(-121.902441002613, -121.852441002613, -121.852441002613, -121.902441002613, -121.902441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9827,0,0,0,4,0,1,3,0,0,8,0,0,0,0,0,0,0,0,1,0,1,NA,0,NA,0
"list(c(-121.852441002613, -121.802441002613, -121.802441002613, -121.852441002613, -121.852441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9828,0,0,0,3,4,3,1,0,0,11,0,0,0,0,0,0,0,0,3,4,7,NA,0,NA,0
"list(c(-121.802441002613, -121.752441002613, -121.752441002613, -121.802441002613, -121.802441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9829,0,0,0,8,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,5,NA,0,NA,0
"list(c(-121.752441002613, -121.702441002613, -121.702441002613, -121.752441002613, -121.752441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9830,0,0,0,20,0,2,0,0,0,22,0,0,0,0,0,0,0,0,2,0,2,NA,0,NA,0
"list(c(-121.702441002613, -121.652441002613, -121.652441002613, -121.702441002613, -121.702441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-121.652441002613, -121.602441002613, -121.602441002613, -121.652441002613, -121.652441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9832,0,0,0,4,0,2,0,0,1,7,0,0,0,0,0,0,1,0,2,0,3,NA,0,NA,0
"list(c(-121.602441002613, -121.552441002613, -121.552441002613, -121.602441002613, -121.602441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9833,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,NA,0,NA,0
"list(c(-121.552441002613, -121.502441002613, -121.502441002613, -121.552441002613, -121.552441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9834,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,NA,0,NA,0
"list(c(-121.502441002613, -121.452441002613, -121.452441002613, -121.502441002613, -121.502441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9835,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.452441002613, -121.402441002613, -121.402441002613, -121.452441002613, -121.452441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9836,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,NA,0,NA,0
"list(c(-121.402441002613, -121.352441002613, -121.352441002613, -121.402441002613, -121.402441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9837,0,0,4,0,0,0,0,0,0,4,1,0,0,0,0,1,0,4,0,0,5,NA,0,NA,0
"list(c(-121.352441002613, -121.302441002613, -121.302441002613, -121.352441002613, -121.352441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9838,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,NA,0,NA,0
"list(c(-121.302441002613, -121.252441002613, -121.252441002613, -121.302441002613, -121.302441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9839,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,3,NA,0,NA,0
"list(c(-121.252441002613, -121.202441002613, -121.202441002613, -121.252441002613, -121.252441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9840,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,3,NA,0,NA,0
"list(c(-121.202441002613, -121.152441002613, -121.152441002613, -121.202441002613, -121.202441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9841,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,NA,0,NA,0
"list(c(-121.152441002613, -121.102441002613, -121.102441002613, -121.152441002613, -121.152441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-121.102441002613, -121.052441002613, -121.052441002613, -121.102441002613, -121.102441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-121.052441002613, -121.002441002613, -121.002441002613, -121.052441002613, -121.052441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9844,0,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2024-ORPRD-000773,14315.8,NA,510.016666666667
"list(c(-121.002441002613, -120.952441002613, -120.952441002613, -121.002441002613, -121.002441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9845,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-ORPRD-000773,14315.8,NA,510.016666666667
"list(c(-120.952441002613, -120.902441002613, -120.902441002613, -120.952441002613, -120.952441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.902441002613, -120.852441002613, -120.852441002613, -120.902441002613, -120.902441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.852441002613, -120.802441002613, -120.802441002613, -120.852441002613, -120.852441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.802441002613, -120.752441002613, -120.752441002613, -120.802441002613, -120.802441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.752441002613, -120.702441002613, -120.702441002613, -120.752441002613, -120.752441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.702441002613, -120.652441002613, -120.652441002613, -120.702441002613, -120.702441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.652441002613, -120.602441002613, -120.602441002613, -120.652441002613, -120.652441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.602441002613, -120.552441002613, -120.552441002613, -120.602441002613, -120.602441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.552441002613, -120.502441002613, -120.502441002613, -120.552441002613, -120.552441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.502441002613, -120.452441002613, -120.452441002613, -120.502441002613, -120.502441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9855,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-ORPRD-000486,27.49,NA,209.363333333333
"list(c(-120.452441002613, -120.402441002613, -120.402441002613, -120.452441002613, -120.452441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.402441002613, -120.352441002613, -120.352441002613, -120.402441002613, -120.402441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.352441002613, -120.302441002613, -120.302441002613, -120.352441002613, -120.352441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9858,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.302441002613, -120.252441002613, -120.252441002613, -120.302441002613, -120.302441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.252441002613, -120.202441002613, -120.202441002613, -120.252441002613, -120.252441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.202441002613, -120.152441002613, -120.152441002613, -120.202441002613, -120.202441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.152441002613, -120.102441002613, -120.102441002613, -120.152441002613, -120.152441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.102441002613, -120.052441002613, -120.052441002613, -120.102441002613, -120.102441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.052441002613, -120.002441002613, -120.002441002613, -120.052441002613, -120.052441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9864,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-ORPRD-000922,6794.45,NA,1075.51666666667
"list(c(-120.002441002613, -119.952441002613, -119.952441002613, -120.002441002613, -120.002441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9865,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-ORPRD-000922,6794.45,NA,1075.51666666667
"list(c(-119.952441002613, -119.902441002613, -119.902441002613, -119.952441002613, -119.952441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.902441002613, -119.852441002613, -119.852441002613, -119.902441002613, -119.902441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.852441002613, -119.802441002613, -119.802441002613, -119.852441002613, -119.852441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.802441002613, -119.752441002613, -119.752441002613, -119.802441002613, -119.802441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.752441002613, -119.702441002613, -119.702441002613, -119.752441002613, -119.752441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.702441002613, -119.652441002613, -119.652441002613, -119.702441002613, -119.702441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.652441002613, -119.602441002613, -119.602441002613, -119.652441002613, -119.652441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.602441002613, -119.552441002613, -119.552441002613, -119.602441002613, -119.602441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.552441002613, -119.502441002613, -119.502441002613, -119.552441002613, -119.552441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.502441002613, -119.452441002613, -119.452441002613, -119.502441002613, -119.502441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.452441002613, -119.402441002613, -119.402441002613, -119.452441002613, -119.452441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.402441002613, -119.352441002613, -119.352441002613, -119.402441002613, -119.402441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.352441002613, -119.302441002613, -119.302441002613, -119.352441002613, -119.352441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.302441002613, -119.252441002613, -119.252441002613, -119.302441002613, -119.302441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.252441002613, -119.202441002613, -119.202441002613, -119.252441002613, -119.252441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.202441002613, -119.152441002613, -119.152441002613, -119.202441002613, -119.202441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.152441002613, -119.102441002613, -119.102441002613, -119.152441002613, -119.152441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.102441002613, -119.052441002613, -119.052441002613, -119.102441002613, -119.102441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.052441002613, -119.002441002613, -119.002441002613, -119.052441002613, -119.052441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.002441002613, -118.952441002613, -118.952441002613, -119.002441002613, -119.002441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-118.952441002613, -118.902441002613, -118.902441002613, -118.952441002613, -118.952441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9886,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.902441002613, -118.852441002613, -118.852441002613, -118.902441002613, -118.902441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9887,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.852441002613, -118.802441002613, -118.802441002613, -118.852441002613, -118.852441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9888,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.802441002613, -118.752441002613, -118.752441002613, -118.802441002613, -118.802441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9889,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.752441002613, -118.702441002613, -118.702441002613, -118.752441002613, -118.752441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9890,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.702441002613, -118.652441002613, -118.652441002613, -118.702441002613, -118.702441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9891,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.652441002613, -118.602441002613, -118.602441002613, -118.652441002613, -118.652441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9892,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.602441002613, -118.552441002613, -118.552441002613, -118.602441002613, -118.602441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9893,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.552441002613, -118.502441002613, -118.502441002613, -118.552441002613, -118.552441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9894,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.502441002613, -118.452441002613, -118.452441002613, -118.502441002613, -118.502441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9895,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.452441002613, -118.402441002613, -118.402441002613, -118.452441002613, -118.452441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9896,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.402441002613, -118.352441002613, -118.352441002613, -118.402441002613, -118.402441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9897,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.352441002613, -118.302441002613, -118.302441002613, -118.352441002613, -118.352441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9898,0,0,0,0,0,0,0,82,0,82,1,0,0,0,0,83,0,0,0,0,83,NA,0,NA,0
"list(c(-118.302441002613, -118.252441002613, -118.252441002613, -118.302441002613, -118.302441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9899,0,1,0,0,0,1,0,111,0,112,1,0,0,0,0,112,0,0,1,0,113,2023-ORWWF-000076,0.15,NA,93.6636111111111
"list(c(-118.252441002613, -118.202441002613, -118.202441002613, -118.252441002613, -118.252441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9900,0,0,0,0,0,0,0,51,0,51,1,0,0,0,0,52,0,0,0,0,52,NA,0,NA,0
"list(c(-118.202441002613, -118.152441002613, -118.152441002613, -118.202441002613, -118.202441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9901,0,0,0,0,0,0,0,37,0,37,1,0,0,1,0,38,0,0,1,0,39,NA,0,NA,0
"list(c(-118.152441002613, -118.102441002613, -118.102441002613, -118.152441002613, -118.152441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9902,0,0,0,0,0,0,0,50,0,50,1,0,0,1,0,51,0,0,1,0,52,NA,0,NA,0
"list(c(-118.102441002613, -118.052441002613, -118.052441002613, -118.102441002613, -118.102441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9903,0,0,0,0,0,1,0,268,1,270,1,1,0,1,0,269,2,0,2,0,273,NA,0,NA,0
"list(c(-118.052441002613, -118.002441002613, -118.002441002613, -118.052441002613, -118.052441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9904,0,0,0,0,0,0,0,3,0,3,0,1,0,1,0,3,1,0,1,0,5,NA,0,NA,0
"list(c(-118.002441002613, -117.952441002613, -117.952441002613, -118.002441002613, -118.002441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9905,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,NA,0,NA,0
"list(c(-117.952441002613, -117.902441002613, -117.902441002613, -117.952441002613, -117.952441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-117.902441002613, -117.852441002613, -117.852441002613, -117.902441002613, -117.902441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9907,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,NA,0,NA,0
"list(c(-117.852441002613, -117.802441002613, -117.802441002613, -117.852441002613, -117.852441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9908,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,2,NA,0,NA,0
"list(c(-117.802441002613, -117.752441002613, -117.752441002613, -117.802441002613, -117.802441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9909,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-117.752441002613, -117.702441002613, -117.702441002613, -117.752441002613, -117.752441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-117.702441002613, -117.652441002613, -117.652441002613, -117.702441002613, -117.702441002613, 45.3426919995414, 45.3426919995414, 45.3926919995414, 45.3926919995414, 45.3426919995414))",9911,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
