UNQE_FIRE_,Calculated.Acres,Containment.Date.Time,Control.Date.Time,Fire.Mgmt.Complexity,FireOutDateTime,Incident.Type.Category,AcresTribal,Calendar.Year,GIS_ACRES,FIRE_YEAR_,is_ifph,is_inform
2013-ORMED-664737,0.4,NA,2013-06-11,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664738,0.1,NA,2013-06-10,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664756,0.1,NA,2013-07-01,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664759,0.1,NA,2013-06-26,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664760,0.1,NA,2013-06-30,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664762,0.1,NA,2013-07-01,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664641,0.1,NA,2013-07-20,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664766,0.1,NA,2013-07-19,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664767,0.1,NA,2013-07-20,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664790,0.1,NA,2013-07-25,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664792,0.1,NA,2013-07-27,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664648,0.1,NA,2013-07-30,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664793,0.2,NA,2013-07-29,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664857,0.1,NA,2013-08-04,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664856,0.1,NA,2013-08-05,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664855,0.1,NA,2013-08-09,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664853,0.1,NA,2013-08-11,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664852,0.3,NA,2013-08-12,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664829,0.1,NA,2013-08-25,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664826,0.1,NA,2013-08-26,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664825,0.1,NA,2013-08-25,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664822,0.1,NA,2013-08-25,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664673,0.1,NA,2013-09-16,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664815,0.2,NA,2013-09-20,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664813,0.5,NA,2013-10-14,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORMED-664811,2,NA,2013-10-21,NA,2014-01-01,WF,0,2013,NA,NA,FALSE,TRUE
2014-ORMED-667163,0.1,NA,2014-05-18,NA,2014-05-18,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-667228,0.1,NA,2014-05-20,NA,2014-05-20,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-667229,0.5,NA,2014-05-22,NA,2014-05-23,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-667341,0.1,NA,2014-05-23,NA,2014-05-24,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-667649,0.1,NA,2014-06-09,NA,2014-06-10,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-668046,0.1,NA,2014-06-22,NA,2014-06-23,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-668680,0.1,NA,2014-07-02,NA,2014-07-07,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-670120,0.1,NA,2014-07-23,NA,2014-07-26,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-670102,0.1,NA,2014-07-23,NA,2014-07-26,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-670173,0.5,NA,2014-07-23,NA,2014-07-24,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-670142,1.5,NA,2014-07-24,NA,2014-07-27,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-672228,0.5,NA,2014-08-19,NA,2014-08-19,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-672415,0.1,NA,2014-08-26,NA,2014-08-27,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-672493,0.8,NA,2014-08-30,NA,2014-09-02,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-672297,0.1,NA,2014-09-01,NA,2014-09-02,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-670281,0.1,NA,2014-07-23,NA,2014-07-26,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-670124,0.1,NA,2014-07-23,NA,2014-07-23,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-670861,0.1,NA,2014-07-31,NA,2014-08-05,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-672152,0.1,NA,2014-08-02,NA,2014-08-06,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-671056,0.1,NA,2014-08-02,NA,2014-08-05,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-671616,27,NA,2014-08-14,NA,2014-08-15,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-671184,0.5,NA,2014-08-01,NA,2014-08-08,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-674921,1.5,NA,2014-05-19,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-667901,1,NA,2014-05-21,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-676726,0.1,NA,2014-05-08,NA,2014-05-19,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-667138,0.1,NA,2014-05-18,NA,2014-05-20,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-667749,0.1,NA,2014-06-14,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-667987,0.1,NA,2014-06-14,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-667983,0.1,NA,2014-06-20,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-667751,0.1,NA,2014-06-12,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-668683,0.1,NA,2014-07-02,NA,2014-12-14,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-668776,0.1,NA,2014-07-03,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-668766,0.1,NA,2014-07-03,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-668784,0.1,NA,2014-07-07,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-668780,0.1,NA,2014-07-05,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-669793,0.1,NA,2014-07-18,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-669791,0.1,NA,2014-07-20,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-670965,0.1,NA,2014-07-23,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-670119,0.1,NA,2014-07-25,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-676674,0.1,NA,2014-08-08,NA,2014-08-12,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-671728,0.1,NA,2014-08-13,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-671747,0.3,NA,2014-08-16,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-671729,2.5,NA,2014-08-15,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-672995,0.1,NA,2014-09-10,NA,2014-09-11,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-673157,0.1,NA,2014-09-11,NA,2014-09-12,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-673196,0.1,NA,2014-09-15,NA,2014-09-16,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORMED-673194,0.1,NA,2014-09-16,NA,2015-01-01,WF,0,2014,NA,NA,FALSE,TRUE
1992-ORMED-40679,0.1,NA,1992-05-18,NA,1993-01-01,WF,0,1992,NA,NA,FALSE,TRUE
1992-ORMED-40694,0.1,NA,1992-06-23,NA,1992-07-02,WF,0,1992,NA,NA,FALSE,TRUE
1992-ORMED-40696,0.3,NA,1992-06-23,NA,1992-07-02,WF,0,1992,NA,NA,FALSE,TRUE
1992-ORMED-40710,0.1,NA,1992-06-30,NA,1992-07-06,WF,0,1992,NA,NA,FALSE,TRUE
1992-ORMED-40727,0.1,NA,1992-07-18,NA,1993-01-01,WF,0,1992,NA,NA,FALSE,TRUE
1992-ORMED-40729,0.1,NA,1992-07-17,NA,1993-01-01,WF,0,1992,NA,NA,FALSE,TRUE
1992-ORMED-40746,0.1,NA,1992-07-21,NA,1993-01-01,WF,0,1992,NA,NA,FALSE,TRUE
1992-ORMED-40747,1,NA,1992-07-25,NA,1993-01-01,WF,0,1992,NA,NA,FALSE,TRUE
1992-ORMED-40762,0.1,NA,1992-09-03,NA,1992-09-05,WF,0,1992,NA,NA,FALSE,TRUE
1992-ORMED-40764,0.1,NA,1992-09-03,NA,1992-09-03,WF,0,1992,NA,NA,FALSE,TRUE
1992-ORMED-40765,0.1,NA,1992-09-03,NA,1992-09-05,WF,0,1992,NA,NA,FALSE,TRUE
2015-ORMED-679598,7.8,NA,2015-06-14,NA,2016-01-01,WF,0,2015,NA,NA,FALSE,TRUE
1992-ORMED-40766,0.1,NA,1992-09-03,NA,1992-09-04,WF,0,1992,NA,NA,FALSE,TRUE
1992-ORMED-40780,1,NA,1992-09-04,NA,1992-09-11,WF,0,1992,NA,NA,FALSE,TRUE
1992-ORMED-40781,0.1,NA,1992-09-03,NA,1992-09-03,WF,0,1992,NA,NA,FALSE,TRUE
1992-ORMED-40797,0.1,NA,1992-09-03,NA,1992-09-04,WF,0,1992,NA,NA,FALSE,TRUE
1992-ORMED-40813,0.1,NA,1992-03-23,NA,1993-01-01,WF,0,1992,NA,NA,FALSE,TRUE
1993-ORMED-35772,0.5,NA,1993-07-25,NA,1993-07-25,WF,0,1993,NA,NA,FALSE,TRUE
1993-ORMED-35774,0.1,NA,1993-08-09,NA,1993-08-09,WF,0,1993,NA,NA,FALSE,TRUE
1993-ORMED-35791,3,NA,1993-09-17,NA,1994-01-01,WF,0,1993,NA,NA,FALSE,TRUE
1993-ORMED-35792,0.1,NA,1993-09-02,NA,1994-01-01,WF,0,1993,NA,NA,FALSE,TRUE
1994-ORMED-30705,0.1,NA,1994-05-23,NA,1994-05-23,WF,0,1994,NA,NA,FALSE,TRUE
1994-ORMED-30707,0.1,NA,1994-06-20,NA,1994-06-21,WF,0,1994,NA,NA,FALSE,TRUE
1994-ORMED-30708,0.1,NA,1994-06-28,NA,1994-06-29,WF,0,1994,NA,NA,FALSE,TRUE
1994-ORMED-30723,2,NA,1994-07-24,NA,1994-07-31,WF,0,1994,NA,NA,FALSE,TRUE
1994-ORMED-30726,2,NA,1994-07-24,NA,1994-07-30,WF,0,1994,NA,NA,FALSE,TRUE
1994-ORMED-30727,6,NA,1994-07-23,NA,1994-07-31,WF,0,1994,NA,NA,FALSE,TRUE
1994-ORMED-30778,1.5,NA,1994-09-29,NA,1994-10-02,WF,0,1994,NA,NA,FALSE,TRUE
1994-ORMED-30795,0.1,NA,1994-09-30,NA,1994-10-02,WF,0,1994,NA,NA,FALSE,TRUE
1995-ORMED-24727,0.1,NA,1995-07-20,NA,1995-07-20,WF,0,1995,NA,NA,FALSE,TRUE
1995-ORMED-24747,0.1,NA,1995-06-03,NA,1995-06-03,WF,0,1995,NA,NA,FALSE,TRUE
1995-ORMED-24762,0.1,NA,1995-07-01,NA,1995-07-01,WF,0,1995,NA,NA,FALSE,TRUE
1996-ORMED-19233,0.1,NA,1996-07-30,NA,1996-08-01,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORMED-19252,0.1,NA,1996-08-16,NA,1996-08-31,WF,0,1996,NA,NA,FALSE,TRUE
1996-ORMED-19253,0.1,NA,1996-08-19,NA,1996-08-19,WF,0,1996,NA,NA,FALSE,TRUE
1997-ORMED-12494,0.1,NA,1997-06-30,NA,1997-07-02,WF,0,1997,NA,NA,FALSE,TRUE
1997-ORMED-12511,0.1,NA,1997-09-05,NA,1997-09-06,WF,0,1997,NA,NA,FALSE,TRUE
1998-ORMED-8065,0.3,NA,1998-06-08,NA,1998-06-09,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORMED-8067,0.1,NA,1998-07-15,NA,1998-07-16,WF,0,1998,NA,NA,FALSE,TRUE
1998-ORMED-8087,0.1,NA,1998-07-29,NA,1998-07-30,WF,0,1998,NA,NA,FALSE,TRUE
1999-ORMED-985,2,NA,1999-07-05,NA,1999-07-06,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORMED-1052,0.1,NA,1999-07-07,NA,1999-07-07,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORMED-1172,0.3,NA,1999-07-09,NA,1999-07-13,WF,0,1999,NA,NA,FALSE,TRUE
1999-ORMED-2239,0.3,NA,1999-08-10,NA,1999-08-11,WF,0,1999,NA,NA,FALSE,TRUE
2000-ORMED-93162,1,NA,2000-04-04,NA,2000-04-04,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORMED-94188,0.1,NA,2000-06-26,NA,2000-06-27,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORMED-96956,0.1,NA,2000-08-16,NA,2000-08-18,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORMED-96332,0.1,NA,2000-08-09,NA,2000-08-11,WF,0,2000,NA,NA,FALSE,TRUE
2000-ORMED-96341,0.1,NA,2000-08-10,NA,2000-08-11,WF,0,2000,NA,NA,FALSE,TRUE
2001-ORMED-102854,0.5,NA,2001-07-14,NA,2001-07-16,WF,0,2001,NA,NA,FALSE,TRUE
2001-ORMED-102999,0.1,NA,2001-07-10,NA,2001-07-19,WF,0,2001,NA,NA,FALSE,TRUE
2001-ORMED-104978,0.3,NA,2001-09-15,NA,2001-09-15,WF,0,2001,NA,NA,FALSE,TRUE
2001-ORMED-101274,0.1,NA,2001-07-03,NA,2001-07-04,WF,0,2001,NA,NA,FALSE,TRUE
2002-ORMED-112334,1947,NA,2002-09-06,NA,2003-01-01,WF,0,2002,NA,NA,FALSE,TRUE
2002-ORMED-113804,85,NA,2002-12-09,NA,2002-12-17,WF,0,2002,NA,NA,FALSE,TRUE
2003-ORMED-119534,0.1,NA,2003-10-06,NA,2003-10-08,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORMED-116498,2,NA,2003-07-22,NA,2003-07-26,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORMED-116009,5,NA,2003-07-23,NA,2003-07-24,WF,0,2003,NA,NA,FALSE,TRUE
2003-ORMED-118912,1,NA,2003-09-06,NA,2003-09-07,WF,0,2003,NA,NA,FALSE,TRUE
2004-ORMED-125521,0.1,NA,2004-10-15,NA,2004-10-26,WF,0,2004,NA,NA,FALSE,TRUE
2004-ORMED-123380,3,NA,2004-08-05,NA,2004-08-10,WF,0,2004,NA,NA,FALSE,TRUE
2005-ORMED-511788,0.3,NA,2005-10-13,NA,2005-10-21,WF,0,2005,NA,NA,FALSE,TRUE
2007-ORMED-542545,0.1,NA,2007-07-01,NA,2007-07-02,WF,0,2007,NA,NA,FALSE,TRUE
2009-ORMED-590650,0.3,NA,2009-07-25,NA,2009-07-26,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-592531,122,NA,2009-07-30,NA,2009-08-12,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-591570,0.1,NA,2009-08-07,NA,2009-08-11,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-593507,2,NA,2009-08-25,NA,2009-09-01,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-587076,0.3,NA,2009-06-01,NA,2009-06-05,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-588382,0.1,NA,2009-07-01,NA,2009-07-02,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-610540,2,NA,2009-05-01,NA,2009-05-06,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-610803,0.1,NA,2009-05-30,NA,2009-06-05,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-610806,0.8,NA,2009-05-30,NA,2009-06-07,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-611708,0.1,NA,2009-06-25,NA,2009-06-26,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-610952,6,NA,2009-06-29,NA,2009-07-04,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-611709,0.1,NA,2009-06-26,NA,2009-06-26,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-610774,0.1,NA,2009-07-08,NA,2009-07-13,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-610775,0.1,NA,2009-07-10,NA,2009-07-15,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-610778,0.1,NA,2009-07-15,NA,2009-07-20,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-611714,0.1,NA,2009-07-13,NA,2009-07-14,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-610780,0.1,NA,2009-07-15,NA,2009-07-20,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-611147,1,NA,2009-08-03,NA,2009-08-09,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-611634,1.8,NA,2009-08-04,NA,2009-08-09,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-611461,0.1,NA,2009-08-04,NA,2009-08-09,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-611841,0.1,NA,2009-08-19,NA,2009-08-25,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-611789,0.3,NA,2009-08-20,NA,2009-08-20,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-611471,1,NA,2009-08-23,NA,2009-08-29,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-611843,0.1,NA,2009-08-22,NA,2009-08-28,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-610364,0.3,NA,2009-09-13,NA,2009-09-18,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-610518,0.1,NA,2009-09-13,NA,2009-09-18,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-611778,0.1,NA,2009-09-13,NA,2009-09-13,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-611287,15.5,NA,2009-09-28,NA,2009-10-04,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-611306,0.1,NA,2009-09-25,NA,2009-10-01,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-610897,0.1,NA,2009-10-01,NA,2009-10-06,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-610918,0.1,NA,2009-10-03,NA,2009-10-08,WF,0,2009,NA,NA,FALSE,TRUE
2009-ORMED-611809,0.1,NA,2009-09-29,NA,2009-10-04,WF,0,2009,NA,NA,FALSE,TRUE
2011-ORMED-630426,567,NA,2011-09-01,NA,2011-11-16,WF,0,2011,NA,NA,FALSE,TRUE
2012-ORMED-644253,9,NA,2012-08-19,NA,2012-08-19,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649188,0.1,NA,2012-06-01,NA,2012-06-03,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649075,0.1,NA,2012-05-31,NA,2012-06-02,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649413,0.3,NA,2012-05-30,NA,2012-05-31,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649084,0.1,NA,2012-06-05,NA,2012-06-06,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649122,1.3,NA,2012-07-10,NA,2012-07-12,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-648820,0.1,NA,2012-07-05,NA,2012-07-06,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649126,0.1,NA,2012-07-08,NA,2012-07-10,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649131,0.1,NA,2012-07-10,NA,2012-07-11,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-648861,0.1,NA,2012-07-24,NA,2012-07-24,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649059,1,NA,2012-07-29,NA,2012-07-30,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-648869,0.3,NA,2012-07-27,NA,2012-07-27,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649141,0.1,NA,2012-07-29,NA,2012-07-30,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-648888,0.1,NA,2012-07-27,NA,2012-07-28,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649147,0.3,NA,2012-08-15,NA,2012-08-16,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-648989,0.5,NA,2012-08-12,NA,2012-08-13,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649172,0.1,NA,2012-08-15,NA,2012-08-16,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649650,0.9,NA,2012-08-18,NA,2013-01-01,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649121,0.1,NA,2012-08-29,NA,2012-08-30,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649125,0.1,NA,2012-08-30,NA,2012-08-31,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649232,0.1,NA,2012-09-02,NA,2012-09-04,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORMED-649239,6.3,NA,2012-09-05,NA,2012-09-06,WF,0,2012,NA,NA,FALSE,TRUE
2015-OREUD-677091,0.1,NA,2015-02-19,NA,2015-02-21,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-681471,0.1,NA,2015-07-20,NA,2015-07-20,WF,0,2015,NA,NA,FALSE,TRUE
2015-OREUD-681474,3.5,NA,2015-07-19,NA,2015-08-02,WF,0,2015,NA,NA,FALSE,TRUE
2016-OREUD-160030,5.8,NA,2016-05-07,NA,2016-05-12,WF,0,2016,NA,NA,FALSE,TRUE
2015-ORMED-682679,0.1,NA,2015-07-25,NA,2015-07-29,WF,0,2015,NA,NA,FALSE,TRUE
2016-ORMED-000432,0.1,2016-06-08,2016-06-08,NA,2016-06-08,WF,0,2016,NA,NA,FALSE,TRUE
2017-ORMED-000086,0.1,2017-07-14,2017-07-16,NA,2018-01-01,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORMED-000222,0.1,2017-08-11,2017-08-12,NA,2018-01-01,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORMED-000303,0.1,2017-05-25,2017-05-25,NA,2017-05-26,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORMED-000682,0.5,2017-06-01,2017-06-03,NA,2018-01-01,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORMED-000700,0.1,2017-10-18,2017-10-20,NA,2018-01-01,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORMED-000705,0.1,2017-11-03,2017-11-06,NA,2018-01-01,WF,0,2017,NA,NA,FALSE,TRUE
2018-ORMED-000180,0.1,2018-07-15,2018-07-24,NA,2019-01-01,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORMED-000186,2.1,2018-07-19,2018-12-31,NA,2019-01-01,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORMED-000200,0.1,2018-07-16,2018-07-22,NA,2019-01-01,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORMED-000243,3,2018-08-08,2018-12-31,NA,2019-01-01,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORMED-000717,0.7,2018-04-23,2018-04-25,NA,2019-01-01,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORMED-000847,11.4,2018-06-15,2018-06-28,NA,2019-01-01,WF,0,2018,NA,NA,FALSE,TRUE
2019-ORMED-000233,59,2019-08-02,2019-09-11,NA,2019-09-21,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORMED-000351,0.1,2019-08-27,2019-08-30,NA,2019-09-10,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORMED-000422,0.1,2019-09-05,2019-09-08,NA,2019-09-19,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORMED-000453,0.1,2019-09-06,2019-09-10,NA,2019-09-21,WF,0,2019,NA,NA,FALSE,TRUE
2004-ORPRD-124550,0.1,NA,2004-08-02,NA,2004-08-13,WF,0,2004,NA,NA,FALSE,TRUE
2004-ORPRD-125283,32.5,NA,2004-08-23,NA,2004-09-14,WF,0,2004,NA,NA,FALSE,TRUE
2004-ORPRD-125350,9.5,NA,2004-08-17,NA,2004-08-22,WF,0,2004,NA,NA,FALSE,TRUE
2005-ORPRD-507829,0.1,NA,2005-08-03,NA,2005-08-05,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORPRD-508480,0.1,NA,2005-08-04,NA,2005-08-07,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORPRD-508432,0.1,NA,2005-08-02,NA,2005-08-03,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORPRD-510608,0.1,NA,2005-08-03,NA,2005-08-13,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORPRD-510606,35,NA,2005-08-24,NA,2005-09-01,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORPRD-512337,0.1,NA,2005-10-17,NA,2005-10-19,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORPRD-126102,0.1,NA,2005-03-03,NA,2005-03-04,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORPRD-507405,181,NA,2005-07-09,NA,2005-08-08,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORPRD-507411,0.1,NA,2005-08-03,NA,2005-08-09,WF,0,2005,NA,NA,FALSE,TRUE
2005-ORPRD-502396,0.1,NA,2005-06-27,NA,2005-06-28,WF,0,2005,NA,NA,FALSE,TRUE
2006-ORPRD-529636,0.1,NA,2006-08-11,NA,2006-08-19,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORPRD-529722,0.1,NA,2006-08-11,NA,2006-08-20,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORPRD-526873,0.2,NA,2006-07-05,NA,2006-07-07,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORPRD-526875,0.1,NA,2006-07-04,NA,2006-07-08,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORPRD-524645,0.1,NA,2006-07-04,NA,2006-07-04,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORPRD-524653,0.1,NA,2006-07-10,NA,2006-07-18,WF,0,2006,NA,NA,FALSE,TRUE
2006-ORPRD-531419,9,NA,2006-07-20,NA,2006-07-25,WF,0,2006,NA,NA,FALSE,TRUE
2007-ORPRD-543878,2551,NA,2007-06-20,NA,2007-07-04,WF,0,2007,NA,NA,FALSE,TRUE
